Subject,Predicate,Object
NuclearMatrix,source,《地理辞典》、维基百科
EarthquakeFire,type,Class
MarineGeomorphology,subClassOf,Hydrogeomorphology
Topaz,hasChineseName,黄玉
MineralMorphology,type,Class
Urbanization,type,Class
CloudCoverClassification,hasChineseName,云量分类
Turbulence,comment,湍流，在流体动力学中，是一种流体运动，其特征是压力和流速的无序变化。它与层流相对。湍流十分常见，例如海浪、湍急的河流、滚滚的暴风云或烟囱冒出的烟雾，自然界中发生或工程应用中产生的大多数流体流动都是湍流。湍流是由流体流动部分中的过度动能引起的，它克服了流体黏度的阻尼效应。出于这个原因，湍流通常在低黏度流体中实现。一般而言，在湍流中，会出现大小不一的非定常涡流，它们相互影响，因此由于摩擦效应而产生的阻力增加。这增加了通过管道泵送流体所需的能量。湍流的开始可以通过无量纲雷诺数预测，即流体流动中动能与黏性阻尼的比率。
SolarEnergy,type,Class
PyroclasticRock,subClassOf,Ndfbe80c5b56c47c9bf25131d7f2d0b44
ThunderShower,source,维基百科
GroundRadiation,subClassOf,LongwaveRadiation
CulturalRelicsAndHistoricSites,type,Class
RiverMouthSection,subClassOf,EstuarySegmentation
Decomposer,hasChineseName,分解者
PermianStrata,type,Class
N64b8d23b2772484195590a43cb47a76a,onProperty,partOf
PaleoclimaticIndicator,type,Class
Ectoprocta,source,《地理辞典》、维基百科
HeatingRate,hasChineseName,加热速率
AquaticVegetationFactor,subClassOf,AquaticEcosystemEcologicalFactor
Bryophytes,hasChineseName,苔藓植物
StormSystemMotion,comment,龙卷风风暴系统运动是指整个气象系统中的各种因素如何影响龙卷风的路径和演变。
Woodland,source,《地球系统研究与科学数据》
N585840dd826046d89e2ac9db357d2d92,someValuesFrom,FlowAccumulation
Fjord,source,GCMDsciencekeywords_v16.0
ConvergenceFog,subClassOf,MistType
NaturalAerosol,subClassOf,AerosolType
Spit,subClassOf,Tombolo
EdibleValue,type,Class
GroundwaterBurialConditionClassification,comment,地下水埋藏条件分类是指根据地下水与地表之间的关系和水位高低，将地下水埋藏条件分为不同类型。包气带水指的是在地下水埋藏区域，地下水下面存在一层空气；潜水表示地下水位高于地表，通常与湖泊、河流相连；承压水是指地下水位高于地表但受到地下岩石的压力约束，不容易上升到地表。
WindErosionLandform,type,Class
GeomagneticDipAngle,type,Class
Syncline,hasChineseName,向斜
TopographicalObservation,hasChineseName,地形观测
SubtidalZone,subClassOf,TidalRegion
IceFlood,subClassOf,RiverFloodSeason
Frost,subClassOf,ClimaticAndMeteorologicalDisaster
WindEnergy,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、《地理辞典》
LandUse/LandCover,comment,土地利用涉及将自然环境或荒野管理和改造为建成环境，如人类聚居地和半自然栖息地（包括耕地、放牧场和人工管理的森林）。人类对土地的利用历史悠久，最早出现于一万多年前。土地利用的定义为“人们与土地和陆地生态系统相互作用的目的与活动”，或者“人们在某种土地类型上进行的安排、活动和投入的总和”。土地利用是全球环境变化的最重要驱动因素之一。土地覆盖是指地球表面的各种自然和人为特征、类型或覆盖情况，包括了植被、水体、城市建筑、裸露土地等。土地覆盖描述了一个地区或地球表面的各种地貌特征和土地类型。
TidalForce,hasChineseName,潮汐力
MineralColor,subClassOf,MineralAppearanceCharacteristics
OrganicSporopollenFacies,comment,有机质孢粉相指与孢粉一同沉积的有机物质，包括植物残体和有机碳，可用于研究古植被和沉积环境。
GlacialErosionType,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
NaturalGasHydrateExtraction,subClassOf,NaturalGasHydrate
RegionalColdWave,comment,区域性寒潮主要影响某一地区或局部地区的寒潮。
EnvironmentalDeterioration,subClassOf,ResourceEnvironment
GroundwaterDiffusion,hasChineseName,地下水扩散
SeismicProfile,comment,地震剖面是一种地质学和地震学的概念，它描述了地球内部结构的垂直截面。地震剖面通常是通过地震测量和地震数据分析来获得的，可以帮助地球科学家了解地球内部的物质组成和性质。
IndustrialEmission,hasChineseName,工业排放
OceanVolcano,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》
Nitrogen,subClassOf,AtmosphericMainGasComponent
Crinoidea,comment,海百合纲是一群始见于奥陶纪的棘皮动物，生活在海中，具多条腕足，身体呈花状，表面有石灰质的壳。化石种类有5000种以上，分属在海百合纲的各大亚纲下；现生种则约发现600多种，全部隶属于关节海百合亚纲。
Blackcharcoal,source,《地球系统科学数据资源体系研究》
CumulativeWindForce,comment,一个衡量热带气旋活跃度和强度的指标，考虑了风速和风暴持续时间。它可以用来比较不同气旋的强度和影响。
FogObservation,hasChineseName,雾观测
WindEyeWall,source,维基百科
Fluorine,hasChineseName,氟
MeteorologicalTide,source,GCMDsciencekeywords_v16.0、《地理辞典》、SWEET、维基百科
OceanBasin,hasChineseName,大洋盆地
SeaBreezeDispersion,comment,海风幅散是指海风在接近海岸线时分散开来，通常在陆地上升空气的作用下发生。这可能导致云的形成和局部性的降水。
CloudOpticalDepth,type,Class
AntarcticMineralResources,subClassOf,AntarcticResources
CulturalValue,hasChineseName,文化价值
Monoplacophora,subClassOf,Mollusca
MetalMinerals,subClassOf,WaterPollutant
N0fb0c0ca07eb420a84b5a0900a1c4be7,someValuesFrom,Dissolution
NaturalGasHydrate,subClassOf,SubmarineSedimentaryResources
HumanGeography,type,Class
N1b78170fcb0e4efaa749fd109a1a0e93,onProperty,hasPossibleCause
ColdZoneSparseTreeGrassland,type,Class
Garden,subClassOf,LandUseType
Pathogen,subClassOf,WaterPollutant
CommunitySize,type,Class
WaveAction,subClassOf,N4aa50a8eefe54b0d918f4783237bcf91
LakeEtchingCliff,subClassOf,LakeGeomorphology
AbyssalFan,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
NaturalGasHydrateSubstances,source,GCMDsciencekeywords_v16.0
AtmosphericWaterVapor,type,Class
ForecastPrecipitationIndex,source,《地球系统科学数据资源体系研究》
SteepCliff,type,Class
SeaSurfaceSalinity,type,Class
GreenhouseEffect,hasChineseName,温室效应
DryGrassland,subClassOf,SpecialEnvironmentalVegetationType
AirPollution,type,Class
WaterPollution,type,Class
RadiationBalance,subClassOf,AtmosphericRadiationTransferProcess
KryptonGas,type,Class
TornadoType,hasChineseName,龙卷风类型
Dust,type,Class
GroundwaterDrainage,type,Class
SubmarineTopography,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
RegionalColdWave,source,维基百科
PollutionCapacity,comment,污染容量是指大气中可以容忍或吸收的污染物质的量。大气可以吸收一定量的污染物质，但当污染物质达到一定浓度时，就会导致空气质量恶化和环境问题。
SoilResource,subClassOf,SoilResourcesAndEnvironment
Monoblepharomycota,comment,单毛壶菌门通常与植物根部形成共生关系，帮助植物吸收营养。
LavaObservation,comment,熔岩观测是对火山喷发中排出的熔岩（熔融岩浆）进行观测和分析的过程。这包括测量熔岩的温度、流动性质、化学成分以及结构特征。
SeawaterScattering,comment,海水中的小波动或不均匀性会导致声波散射，即声波以不同的方向传播。散射可以导致声波传播路径复杂化。
EducationalResearch,subClassOf,Infrastructure
Bedding,subClassOf,Drill
WoodProduction,source,维基百科
SeaSurfaceTemperature,type,Class
CellNucleus,type,Class
OutflowLake,comment,外流湖是指湖泊具有出水口，即湖水通过河流或其他渠道流出。这种湖泊通常位于河流的上游或下游。
SnowSquall,hasChineseName,雪飑
WaterHygiene,comment,水体卫生关注水源的卫生状况，以预防水源传播的疾病，确保饮用水的安全性。
Hydrozoa,source,维基百科
SoilPlant,source,《地理辞典》
SurfaceWaterHydrologicalCharacteristics,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、《地球系统科学数据集成共享研究：标准视角》、《地理辞典》
N2f75595a5d2c4b65872dc164e922ac9a,someValuesFrom,SeaState
RadiationPollution,type,Class
KarstLandscapeEcosystem,comment,喀斯特地貌是由溶蚀作用形成的，通常具有石灰岩地貌特征。这些生态系统包括喀斯特峰林、溶洞、地下河流等。
SeaBreezeDirection,hasChineseName,海风风向
WaterVaporDissolution,type,Class
Porifera,subClassOf,AnimalClassification
RedTide,hasChineseName,赤潮
Coastline,hasChineseName,海岸线
SandRidge,type,Class
N9af94503155b469aa7b9ad50c766f44a,someValuesFrom,TidalAction
Ascomycota,hasChineseName,子囊菌门
FloatingIce,comment,浮冰是指任何漂浮在海上，能够随风和流漂流的冰。
DeciduousPlant,type,Class
OceanHeatConductionFlux,type,Class
Sandbeach,subClassOf,Dune
SeaWaterDissolvedSolid,hasChineseName,海水溶解固体
Calcite,type,Class
AlpineVegetationType,comment,高山植被类型位于山地和高山地区，主要包括垫状草苔原、禾草和杂类草苔原、匍匐矮灌木、直立矮灌木苔原、高和矮灌木苔原，以及高山草原等。这些地区气温低，气压低，植被通常生长较低且适应寒冷环境。
SeawaterSalinity,type,Class
Maxillopoda,comment,颚足纲是甲壳动物的一个多样化类别，包括藤壶、桡足类和一些相关的动物。它不是一个单系群，也没有一个任何一个全体共通的特征。颚足纲已被确认并非单系群，这个纲被分拆，其成员与介形纲及软甲纲重新组合成为寡甲总纲（Oligostraca）和多甲总纲（Multicrustacea）两个总纲。
TemperatureUnit,comment,温度可以用不同的单位来表示，其中最常见的温度单位包括：摄氏度、华氏度、开尔文等。
Transpiration,hasChineseName,蒸腾作用
MarineGeneration,type,Class
Echinodermata,comment,棘皮动物是一类海洋无脊椎动物。成体有辐射对称（通常为五辐射对称）的特征。现存的棘皮动物包括海星、海胆、蛇尾、海参以及海百合。从潮间带到深海带，成年棘皮动物在几乎所有深度的海床上都能找到。该门包含约7000种现存物种，是后口动物的第二大类群，仅次于脊索动物。棘皮动物是纯海生动物中最大的一个类群。绝大多数棘皮动物出现于寒武纪初期。一种早期的棘皮动物海扁果拥有用于滤食的外鳃，与脊索动物和半索动物所拥有的外鳃类似。棘皮动物在生态学和地质学上都很重要。大多数棘皮动物能够进行无性繁殖，并能再生组织、器官和肢体；在某些情况下，它们可以在仅剩残肢的情况下再生。棘皮动物的硬骨是许多石灰岩地层的主要组成部分，可以为地质环境提供有价值的线索。棘皮动物也是在19世纪和20世纪的再生研究中使用最多的物种。此外，一些科学家认为，棘皮动物的适应辐射是中生代海洋革命的原因。
SandyLoam,hasChineseName,砂质壤土
Gravity,comment,重力是造成所有具质量或能量的物质之间相互吸引的作用，属一种基本相互作用；其为地球表面物体重量的来源。由于物理学概念的发展，术语语义也随时代有变化；在严格区分术语的定义下，引力或称万有引力，用于天体之间的相互作用，而重力用于地球对其上物体的作用。尽管引力与重力的差值非常小，两者仍可作区别。当考虑地球自转时，地表参考系属旋转参考系并非惯性系，因此重力是“地球的万有引力与惯性离心力的合力”，此受离心力影响的重力，可精确描述为“表观重力”。引力与电磁力、弱相互作用及强相互作用一起构成自然界的四大基本相互作用。
N4119a205b8b747a3afca187508f485a0,onProperty,influencedBy
Andesite,comment,cm3，是一种中性火山喷出岩，是造山带最普通的火山岩，其中含有斑晶，斑晶是中性斜长石，深色矿物有辉石、角闪石，基质为隐晶质，由斜长石和极少量正长石或石英组成。主要含有的矿物是铁、钛的氧化物。安山岩的分类主要依据起斑晶中含有的不同成分，如辉石安山岩、云母安山岩、角闪石安山岩等。安山岩的化学和矿物成分同闪长岩相当，是流纹岩和玄武岩之间的过渡类型岩石，含有范围在57-62%的二氧化矽（化学式：SiO2）。安山岩为构成岛弧火山的重要火成岩，在新生代环太平洋地区有大量的发现。
